Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
ABS-CBN News,@ABSCBNNews,2025-05-09T09:45:28.000Z,True,"The miting de avance for senatorial candidates Atty. Luke Espiritu and Leody de Guzman kicks off at Liwasang Bonifacio in Manila.   

Partido Lakas ng Masa Chairman Sonny Melencio opens the program. #Halalan2025 | via ",1,5,22,9.2K,['#Halalan2025'],['@PaigeJavier'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1920777127533695463,tweet_id:1920777127533695463
PCIJ,@PCIJdotOrg,2025-05-09T05:59:21.000Z,False,"Villar, Marcos, Binay, Tolentino, Dela Rosa, Abalos, Revilla, and Go. Based on data from Nielsen Ad Intel from January 2024 to March 2025. #phvoteRead our report: pcij.org/2025/05/09/8-s
…",1,39,37,10K,['#phvote'],[],[],https://pbs.twimg.com/profile_images/1785506948806557696/8NPZK8F2_bigger.jpg,https://x.com/PCIJdotOrg/status/1920720226498249021,tweet_id:1920720226498249021
WR Numero,@WR_Numero,2025-05-06T02:41:02.000Z,False,"#Halalan2025: ACT-CIS Rep. Erwin Tulfo and re-electionist Sen. Christopher “Bong” Go top the list of Senate bets likely to win in the 2025 midterm elections, according to our Halalan 2025 national survey.  Get the full brief: bit.ly/PPOMSignup",13,163,107,240K,['#Halalan2025'],[],"['\\U0001f5f3', '\\U0001f4e9']",https://pbs.twimg.com/profile_images/1943273769960652800/Sg7F31bQ_bigger.jpg,https://x.com/WR_Numero/status/1919583153959928218,tweet_id:1919583153959928218
ABS-CBN News,@ABSCBNNews,2025-05-05T06:30:00.000Z,True,"Reelectionist senator Christopher ""Bong"" Go remains to be the frontrunner in the Senate race, according to a Pulse Asia Research survey conducted 3 weeks before #Halalan2025 and released Monday.

READ: abs-cbn.com/news/nation/20
…",206,64,210,54K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1919278385693372486,tweet_id:1919278385693372486
WR Numero,@WR_Numero,2025-04-25T10:38:43.000Z,False,"#Halalan2025: Our April 2025 national survey shows that ACT-CIS Rep. Erwin Tulfo emerged as the top Senate pick among income classes ABC and E, while Sen. Christopher “Bong” Go led voter preference in Class D  FULL LIST: tinyurl.com/wrn-senate0425
…",3,13,76,4.3K,['#Halalan2025'],[],"['\\U0001f5f3\\ufe0f', '\\U0001f517']",https://pbs.twimg.com/profile_images/1943273769960652800/Sg7F31bQ_bigger.jpg,https://x.com/WR_Numero/status/1915717098560487670,tweet_id:1915717098560487670
PCIJ,@PCIJdotOrg,2025-05-09T05:59:21.000Z,False,"Villar, Marcos, Binay, Tolentino, Dela Rosa, Abalos, Revilla, and Go. Based on data from Nielsen Ad Intel from January 2024 to March 2025. #phvoteRead our report: pcij.org/2025/05/09/8-s
…",1,39,37,10K,['#phvote'],[],[],https://pbs.twimg.com/profile_images/1785506948806557696/8NPZK8F2_bigger.jpg,https://x.com/PCIJdotOrg/status/1920720226498249021,tweet_id:1920720226498249021
WR Numero,@WR_Numero,2025-05-06T02:41:02.000Z,False,"#Halalan2025: ACT-CIS Rep. Erwin Tulfo and re-electionist Sen. Christopher “Bong” Go top the list of Senate bets likely to win in the 2025 midterm elections, according to our Halalan 2025 national survey.  Get the full brief: bit.ly/PPOMSignup",13,163,107,240K,['#Halalan2025'],[],"['\\U0001f5f3', '\\U0001f4e9']",https://pbs.twimg.com/profile_images/1943273769960652800/Sg7F31bQ_bigger.jpg,https://x.com/WR_Numero/status/1919583153959928218,tweet_id:1919583153959928218
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-13T04:21:08.000Z,False,"In Cebu, Governor Gwen Garcia has endorsed the following admin Senate bets:

-Abalos
-Bong Revilla-Cayetano
-Lacson
-Pacquiao 
-Sotto
-Tolentino
-Villar

Unclear if she plans to endorse Binay, Lapid, & Erwin Tulfo, or goes for KikoBam and/or pro-Duterte bets.#Halalan2025",7,7,69,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1911273421872435341,tweet_id:1911273421872435341
Angela Baron,@_rainbowfighter,2025-04-12T09:51:48.000Z,False,I expect  to allow the arrests of Bato Dela Rosa and Bong Go after #Halalan2025 if and when the  issues the warrants for their arrests. ,2,3,19,396,['#Halalan2025'],"['@SayChiz', '@IntlCrimCourt', '@KarimKhanQC']",[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_bigger.jpg,https://x.com/_rainbowfighter/status/1910994251971801135,tweet_id:1910994251971801135
Rappler,@rapplerdotcom,2025-04-10T09:39:41.000Z,True,"BREAKING. Alleged drug lord and Albuera, Leyte, mayoral aspirant Rolan ""Kerwin"" Espinosa was shot in Barangay Tinag-an on Thursday, April 10, according to Albuera councilor aspirant Carl Kevin Batistis. #PHVote #AmbagNatin | via Jazmin Bonifacio/Rappler

Story to follow on",8,49,52,16K,"['#PHVote', '#AmbagNatin']",[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1910266423391478137,tweet_id:1910266423391478137
Detective Mask 名探偵マスク,@DetectiveMask,2025-02-22T09:10:49.000Z,False,"All the talk about Philippine Daily Inquirer becoming a shill for Camille Villar reminds me of the time The Manila Times and The Philippine Star seemed to be shilling for Bong Go in 2019, so much so that they had the same format in their reports at one point.#Halalan2025",3,8,25,2.1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1893226930788295062,tweet_id:1893226930788295062
Kulotissima,@kulotissima,2025-02-21T18:24:06.000Z,False,"Bong Go: POGO, DROGA, PHARMALLY

Tuta ng China  #Halalan2025",0,8,17,551,['#Halalan2025'],[],['\\U0001f1e8\\U0001f1f3'],https://pbs.twimg.com/profile_images/1527492412058255373/CLTqBpMD_bigger.jpg,https://x.com/kulotissima/status/1893003782323138941,tweet_id:1893003782323138941
Thirty One Million,@31milmovement,2025-02-14T20:24:59.000Z,True,"Quick Question: Kapag pinalakpakan ni Michael Yang, iboboto mo ba siya? Same question applies to Bong Go.#SayNOtoPROCHINA this coming #Halalan2025 

Iboboto mo ba siya? YES OR NO.",41,11,51,2.4K,"['#SayNOtoPROCHINA', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1546719549881745409/mGVKFfP8_bigger.jpg,https://x.com/31milmovement/status/1890497489641349242,tweet_id:1890497489641349242
Kulotissima,@kulotissima,2025-02-09T04:38:38.000Z,True,"Vote Bong Rodriguez for Camarines Sur Governor sa #Halalan2025.

Para lalong mapikon si L-Ray.",0,181,1.1K,27K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1527492412058255373/CLTqBpMD_bigger.jpg,https://x.com/kulotissima/status/1888447391965274546,tweet_id:1888447391965274546
ABS-CBN News Channel,@ANCALERTS,2025-02-03T02:30:00.000Z,True,"Matapos niyang maipasa ang bar exam noong 2023, hamon naman sa pagiging lingkod bayan ang nais harapin ng singer-songwriter na si Jimmy Bondoc sa pagtakbo niya bilang senador sa #Halalan2025.

Ano-ano ang kaniyang plataporma at tindig sa mga isyu ng lipunan? Alamin ‘yan sa",49,19,28,40K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414916108289601540/v8USByp8_bigger.jpg,https://x.com/ANCALERTS/status/1886240692189425730,tweet_id:1886240692189425730
Yuyu,@_yuyuboy,2025-02-01T14:02:25.000Z,False,"Mga iboboto ko sa #Halalan2025Heidi Mendoza,
Teddy Casino,
Luke Espiritu,
France Castro.

Hindi ko iboboto si Bato at Bondoc - sabi ni Jimmy diplomasya daw sa gobyerno ang kailangan pero idolo si Digong. Kasuka. #TanongNgBayan",29,54,437,26K,"['#Halalan2025', '#TanongNgBayan']",['@gmanews'],[],https://pbs.twimg.com/profile_images/1532602560686612481/p4NUFP9B_bigger.jpg,https://x.com/_yuyuboy/status/1885690169367666794,tweet_id:1885690169367666794
ABS-CBN News,@ABSCBNNews,2025-01-23T01:00:01.000Z,True,"Mula sa pagiging OPM singer at abogado, target naman ngayon ni Jimmy Bondoc na makakuha ng puwesto sa Senado sa #Halalan2025.

Panoorin ang pagtalakay ni Bondoc sa kaniyang mga plataporma sa #Harapan2025 live sa YouTube channel at Facebook page ng ABS-CBN News.",212,41,255,52K,"['#Halalan2025', '#Harapan2025']",[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1882231779282899224,tweet_id:1882231779282899224
Roentgen,@ronaldgem,2024-12-30T16:10:43.000Z,False,"Last day of the year. Iwan na natin sina Pia Cayetano, Bato Dela Rosa, Bong Go, Lito Lapid, Imee Marcos, Bong Revilla, Francis Tolentino, Camille Villar, at lahat ng mga trapo at miyembro ng mga political dynasty sa 2024. Huwag na natin silang iboto sa #Halalan2025.",17,1.8K,4K,98K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1928738836429131776/dW7AkuZ3_bigger.jpg,https://x.com/ronaldgem/status/1873763656162480360,tweet_id:1873763656162480360
Ryan Lingo,@RyanLingo_,2024-12-20T01:41:43.000Z,False,"Kailangan na kailangan natin silang ibalik (Senators Bato at Bong Go) sa Senado sa 2025 midterm elections.

Both of them are still necessary.#BatoDelaRosa2025#BongGo2025#NLE2025",113,37,237,20K,"['#BatoDelaRosa2025', '#BongGo2025', '#NLE2025']",[],"['\\U0001f64f\\U0001f3fb', '\\U0001f44a\\U0001f3fb', '\\u2665', '\\u2714']",https://pbs.twimg.com/profile_images/1959409420414205952/vgPoKctH_bigger.jpg,https://x.com/RyanLingo_/status/1869921088714747971,tweet_id:1869921088714747971
