Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Carlos YOLO,@misterbait247,2025-05-07T20:30:47.000Z,True,"5 Bam Aquino  
6 Ronnel Arambulo
8 Dodoy Ballon
13 Arlene Brosas
17 France Castro
19 David D’Angelo
25 Luke Espiritu  
43 Sonny Matula  
45 Heidi Mendoza  
51 Kiko Pangilinanan  
54 Danilo Ramos#halalan2025",1,13,67,2K,['#halalan2025'],"['@bamaquino', '@LukeEspirituPH', '@AttyMatula', '@HeidiMendoza45', '@kikopangilinan']",[],https://pbs.twimg.com/profile_images/1862849261484003328/JAYjbnDY_bigger.jpg,https://x.com/misterbait247/status/1920214754003726405,tweet_id:1920214754003726405
The LaSallian,@TheLaSallian,2025-04-12T11:15:37.000Z,False,"JUST IN: The Legislative Assembly (LA) endorses the following #Halalan2025 candidates to the USG:

• Kiko Pangilinan  
• Bam Aquino  
• Luke Espiritu  
• Heidi Mendoza  
• Rep. Arlene Brosas  
• Sonny Matula  
• Leody De Guzman  
• Ronnel Arambulo  
• Danilo Ramos",8,110,619,15K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_bigger.jpg,https://x.com/TheLaSallian/status/1911015344384209087,tweet_id:1911015344384209087
Ezzah's Year,@ezzahschonxxi,2025-04-09T08:13:29.000Z,False,"This is my current and I believe final list of Senators:

5 - Aquino  
8 - Ballon  
25 - Espiritu  
43 - Matula  
51 - Pangilinan  
54 - Ramos  #Halalan2025Ayan tama na ang number ",3,1,30,1.6K,['#Halalan2025'],"['@bamaquino', '@kadodoyballon', '@LukeEspirituPH', '@AttyMatula', '@kikopangilinan', '@kadaningramos']","['\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1971456764634857476/bKI5Df87_bigger.jpg,https://x.com/ezzahschonxxi/status/1909882345211281904,tweet_id:1909882345211281904
Detective Mask 名探偵マスク,@DetectiveMask,2025-03-04T07:02:24.000Z,False,"Somebody tell Fr. Ciano Ubod that he should quit the priesthood and be the loudmouth traditional politician already. Nagpo-propaganda para kay Sara habang ginagamit ang simbahan. 

He's basically the Bisaya Catholic version of Apollo Quiboloy right now.#Halalan2025",3,7,36,2.1K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1896818493154349364,tweet_id:1896818493154349364
ABS-CBN News,@ABSCBNNews,2025-02-12T11:45:00.000Z,True,"Religious leader Apollo Quiboloy, who is facing human trafficking charges and wanted by the FBI, claims God ordered him to enter politics. #Halalan2025Read: abs-cbn.com/news/nation/20
…",204,113,105,38K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1889641854473478607,tweet_id:1889641854473478607
ABS-CBN News,@ABSCBNNews,2025-02-11T16:30:01.000Z,True,Quiboloy claims running for senator is 'God’s mission' for him #Halalan2025,140,83,49,60K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1889351191219368167,tweet_id:1889351191219368167
ABS-CBN News,@ABSCBNNews,2025-02-11T13:38:49.000Z,True,"LOOK: Detained televangelist Apollo Quiboloy on Tuesday issued his first video message to supporters, saying running as senator is God’s mission for him. #Halalan2025 | via ",11,19,19,16K,['#Halalan2025'],['@manahan_job'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1889308109036028315,tweet_id:1889308109036028315
ABS-CBN News,@ABSCBNNews,2025-02-11T09:53:28.000Z,True,PANOORIN: Nagsimula na ang proclamation rally para kay senatorial candidate Apollo Quiboloy sa Pasig City. #Halalan2025 | via ,1.2K,5.8K,1.7K,2M,['#Halalan2025'],['@manahan_job'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1889251398631800958,tweet_id:1889251398631800958
PGee,@Popoygee,2025-02-01T14:40:30.000Z,False,Ang totoong panalo sa debateng ito ay sina Danilo Ramos  at  . Sana maraming nakakita sa genuine experience at advocacy ni Ka Daning at Sir Teddy.  #Eleksyon2025 #TanongNgBayan,2,34,177,3.8K,"['#Eleksyon2025', '#TanongNgBayan']",['@teddycasino'],['\\u270a\\U0001f3fb'],https://pbs.twimg.com/profile_images/1805182818181697536/XLGE2ssj_bigger.jpg,https://x.com/Popoygee/status/1885699755441086942,tweet_id:1885699755441086942
karl #MarcosMamamatayTao,@eicvsfascism,2025-02-01T13:54:21.000Z,False,Good that Ka Daning Ramos has used the platform in these debates to highlight state-sponsored atrocities in the countryside. Bihira lang ito marinig sa mainstream media.#TanongNgBayan#Halalan2025,0,131,546,8.7K,"['#TanongNgBayan', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1971251081629036544/zB5XpOgy_bigger.jpg,https://x.com/eicvsfascism/status/1885688139718754625,tweet_id:1885688139718754625
