Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
sjhjjang,@yeppeunsjh,2025-05-09T14:52:57.000Z,False,"Ay wow sumasapaw #ParaSaBayan ! 

Kapamilya Actress Sharlene San Pedro shared her list of senators for #Halalan2025  Tara, iconsider natin! 5 AQUINO, Bambam  51  PANGILINAN, Kiko  25 ESPIRITU , Luke 45 MENDOZA, HeidiFor party-list (choose one):
 #51 Akbayan
#6 ML",1,20,51,4.2K,"['#ParaSaBayan', '#Halalan2025']",[],"['\\u2728', '\\u26aa\\ufe0f', '\\u26aa\\ufe0f', '\\u26aa\\ufe0f', '\\u26aa\\ufe0f']",https://pbs.twimg.com/profile_images/1637714099512696832/OKCcTnw9_normal.jpg,https://x.com/yeppeunsjh/status/1920854508533334479,tweet_id:1920854508533334479
Fall,@winter_Snowcold,2025-05-09T10:02:34.000Z,False,"Heidi, Bam, Kiko pangilinan, luke espiritu#halalan2025",2,2,102,6.1K,['#halalan2025'],[],[],https://pbs.twimg.com/profile_images/1946083450110226432/g2HUov4V_normal.jpg,https://x.com/winter_Snowcold/status/1920781433989145050,tweet_id:1920781433989145050
ABS-CBN News,@ABSCBNNews,2025-05-09T09:45:28.000Z,True,"The miting de avance for senatorial candidates Atty. Luke Espiritu and Leody de Guzman kicks off at Liwasang Bonifacio in Manila.   

Partido Lakas ng Masa Chairman Sonny Melencio opens the program. #Halalan2025 | via ",1,5,22,9.2K,['#Halalan2025'],['@PaigeJavier'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1920777127533695463,tweet_id:1920777127533695463
KUYA RY,@YourKuyaRyan,2025-05-08T12:11:12.000Z,False,"Kiko, Bam, Heidi, and Luke are my official top 4. Let’s use our small voices to make a difference

PARA SA BAYAN#Halalan2025 #VoteWisely",4,5,40,1.3K,"['#Halalan2025', '#VoteWisely']",[],[],https://pbs.twimg.com/profile_images/1946550807576338432/A67CWP8V_normal.jpg,https://x.com/YourKuyaRyan/status/1920451415119372799,tweet_id:1920451415119372799
Carlos YOLO,@misterbait247,2025-05-07T20:30:47.000Z,True,"5 Bam Aquino  
6 Ronnel Arambulo
8 Dodoy Ballon
13 Arlene Brosas
17 France Castro
19 David D’Angelo
25 Luke Espiritu  
43 Sonny Matula  
45 Heidi Mendoza  
51 Kiko Pangilinanan  
54 Danilo Ramos#halalan2025",1,13,68,2K,['#halalan2025'],"['@bamaquino', '@LukeEspirituPH', '@AttyMatula', '@HeidiMendoza45', '@kikopangilinan']",[],https://pbs.twimg.com/profile_images/1862849261484003328/JAYjbnDY_normal.jpg,https://x.com/misterbait247/status/1920214754003726405,tweet_id:1920214754003726405
MOTHER GOAT • CHARES • DUSBI • BREKA,@mothergoat_snr,2025-05-07T07:36:57.000Z,False,"Not pbb related but here is my list of senators for #Halalan2025 

to those people na di pa kumpleto ang list baka pwede nyo sila i-include 

•5 BAM AQUINO
•51 KIKO PANGILINAN
•45 HEIDI MENDOZA•25 LUKE ESPIRITU#Eleksyon2025",3,14,54,4.8K,"['#Halalan2025', '#Eleksyon2025']",[],[],https://pbs.twimg.com/profile_images/1917528212382572546/qogMyy5r_normal.jpg,https://x.com/mothergoat_snr/status/1920020012149919776,tweet_id:1920020012149919776
习近平肏你妈!,@DettWangle,2025-05-07T03:57:26.000Z,False,"Mga DDShits, want to expose the Marcos admin's illicit practices? Then vote for ! 
BOBO mga Duter10 candidates ninyo. Hindi nila mahahanapan ng butas si BBM like Heidi can.

DON'T #BringPRRDHome  
DON'T #VoteStraightDuterTen #Halalan2025",1,5,31,897,"['#BringPRRDHome', '#VoteStraightDuterTen', '#Halalan2025']",['@HeidiMendoza45'],"['\\U0001f4a9', '\\U0001f921']",https://pbs.twimg.com/profile_images/1625779868679159808/vyLnPsYJ_normal.jpg,https://x.com/DettWangle/status/1919964766908416480,tweet_id:1919964766908416480
Angela Baron,@_rainbowfighter,2025-05-05T10:18:26.000Z,False,"Let’s help HEIDI  WIN!!!  for SENATOR!!! 

May 12, 2025
7AM to 7PM#Halalan2025",5,115,374,6.9K,['#Halalan2025'],['@HeidiMendoza45'],['\\U0001f49c'],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1919335872706834845,tweet_id:1919335872706834845
David D'Angelo BOSES NG KALIKASAN,@daviddangeloph,2025-04-30T03:39:54.000Z,True,"𝟯 𝗠𝘂𝘀𝗸𝗲𝘁𝗲𝗲𝗿𝘀 𝘀𝗮 𝗦𝗲𝗻𝗮𝗱𝗼

#8 Roberto ""Ka Dodoy"" Ballon
#19 David D'Angelo, Boses ng Kalikasan 
#43 Atty. Sonny Matula, Defender ng Manggagawa 

Sa kanila bayan ang panalo! 
Tara na ikampanya at iboto! #Halalan2025 #Eleksyon2025 #BilangPilipino",6,35,81,10K,"['#Halalan2025', '#Eleksyon2025', '#BilangPilipino']",[],[],https://pbs.twimg.com/profile_images/1922982893652967424/jT21kqbl_normal.jpg,https://x.com/daviddangeloph/status/1917423640729248106,tweet_id:1917423640729248106
Angela Baron,@_rainbowfighter,2025-04-28T22:44:13.000Z,True,"Ma’am Heidi is faring better in the surveys compared to other senatoriables. People see and embrace her advocacy, what she’s fighting for - CORRUPTION! 

If she doesn’t make it in #Halalan2025, I hope she runs again in 2028. What to do between 2025 - 2028? Please remain visible!",11,60,305,5.3K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1916986840244183448,tweet_id:1916986840244183448
Angela Baron,@_rainbowfighter,2025-04-24T07:45:04.000Z,False,"#45MendozaHeidi for SENATOR!!! HEIDI MENDOZA CAMPAIGN CARAVAN 

Allen, Northern Samar

April 26, 2025 at 2PM sa Allen Plaza 

Please let your family, relatives and friends from that area know!   #Halalan2025",2,17,85,1.7K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1915311013223870839,tweet_id:1915311013223870839
Angela Baron,@_rainbowfighter,2025-04-20T02:42:53.000Z,False,"PARA SA BAYAN

LABANAN ANG KATIWALIAN

IBOTO SI HEIDI MENDOZA 

BILANG SENADORA#45MendozaHeidi #Halalan2025",0,12,37,631,"['#45MendozaHeidi', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1913785414542057586,tweet_id:1913785414542057586
Angela Baron,@_rainbowfighter,2025-04-15T16:03:18.000Z,False,"“If you abandon the youth, you abandon the nation.” - HM HEIDI MENDOZA () PO FOR SENATOR!!! #45MendozaHeidi #Halalan2025",0,51,300,3.1K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1912174902964342910,tweet_id:1912174902964342910
Angela Baron,@_rainbowfighter,2025-04-15T00:51:11.000Z,True,"Ano ang aayawan mo sa isang totoong makabayan, nagsilbi, hinarap ang mga TIWALI, nagpakulong? 

Wala. Heidi Mendoza is our Corruption Slayer!!! #45MendozaHeidi ngayong #Halalan2025 FOR SENATOR!!! ",1,29,78,1.8K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911945364711846217,tweet_id:1911945364711846217
Angela Baron,@_rainbowfighter,2025-04-14T09:47:50.000Z,False,"HEIDI MENDOZA FOR SENATOR this coming #Halalan2025! 

Sa mga BISAYA — ISULOD / IAPIL SI MA’AM HEIDI SA INYONG BALOTA! #45MendozaHeidi ",3,53,271,3.8K,"['#Halalan2025', '#45MendozaHeidi']",['@HeidiMendoza45'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911718027059740735,tweet_id:1911718027059740735
Angela Baron,@_rainbowfighter,2025-04-13T13:00:38.000Z,False,"HEIDI MENDOZA FOR SENATOR!!! Good governance 

Accountability of public officials 

Fight corruption 

Please  donate whatever amount through the QR codes below. I just did!  #45MendozaHeidi for Senator ngayong #Halalan2025!!! ",4,38,182,2.4K,"['#45MendozaHeidi', '#Halalan2025']",['@HeidiMendoza45'],"['\\U0001f49c', '\\U0001f64f', '\\U0001f49c', '\\U0001f49c', '\\U0001f49c']",https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1911404160198525135,tweet_id:1911404160198525135
The LaSallian,@TheLaSallian,2025-04-12T11:15:37.000Z,False,"JUST IN: The Legislative Assembly (LA) endorses the following #Halalan2025 candidates to the USG:

• Kiko Pangilinan  
• Bam Aquino  
• Luke Espiritu  
• Heidi Mendoza  
• Rep. Arlene Brosas  
• Sonny Matula  
• Leody De Guzman  
• Ronnel Arambulo  
• Danilo Ramos",8,110,619,15K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_normal.jpg,https://x.com/TheLaSallian/status/1911015344384209087,tweet_id:1911015344384209087
Angela Baron,@_rainbowfighter,2025-04-09T08:31:36.000Z,False,"IBOTO ngayong #Halalan2025 — 

KIKO Pangilinan #51PangilinanKiko 

BAM Aquino #5AquinoBam HEIDI Mendoza #45MendozaHeidi 

Para SENADOR!!!",17,208,1K,24K,"['#Halalan2025', '#51PangilinanKiko', '#5AquinoBam', '#45MendozaHeidi']",[],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_normal.jpg,https://x.com/_rainbowfighter/status/1909886904868418044,tweet_id:1909886904868418044
Ezzah's Year,@ezzahschonxxi,2025-04-09T08:13:29.000Z,False,"This is my current and I believe final list of Senators:

5 - Aquino  
8 - Ballon  
25 - Espiritu  
43 - Matula  
51 - Pangilinan  
54 - Ramos  #Halalan2025Ayan tama na ang number ",3,1,30,1.6K,['#Halalan2025'],"['@bamaquino', '@kadodoyballon', '@LukeEspirituPH', '@AttyMatula', '@kikopangilinan', '@kadaningramos']","['\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1971456764634857476/bKI5Df87_normal.jpg,https://x.com/ezzahschonxxi/status/1909882345211281904,tweet_id:1909882345211281904
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-09T07:21:56.000Z,False,"When you look back at the eventual fates of once-liberal darlings Samira Gutoc, Pilo Hilbay, Lourdes Sereno, and Rowena Guanzon, you get some understanding of why people might have apprehensions with Heidi Mendoza.#Halalan2025",4,123,426,20K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_normal.jpg,https://x.com/DetectiveMask/status/1909869373113892987,tweet_id:1909869373113892987
