Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
PCIJ,@PCIJdotOrg,2025-05-09T05:59:21.000Z,False,"Villar, Marcos, Binay, Tolentino, Dela Rosa, Abalos, Revilla, and Go. Based on data from Nielsen Ad Intel from January 2024 to March 2025. #phvoteRead our report: pcij.org/2025/05/09/8-s
…",1,39,37,10K,['#phvote'],[],[],https://pbs.twimg.com/profile_images/1785506948806557696/8NPZK8F2_bigger.jpg,https://x.com/PCIJdotOrg/status/1920720226498249021,tweet_id:1920720226498249021
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-27T06:53:47.000Z,False,"Leni better hope the final Top 12 doesn't end up with Marcoleta, Pacquiao, or Abalos at #12, and either Kiko or Bam at #13.

Because if that happens... 
Boy oh boy, MAGWA-WARLA ang mga tao.#Halalan2025",8,28,156,6.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1916385270892540137,tweet_id:1916385270892540137
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-13T04:21:08.000Z,False,"In Cebu, Governor Gwen Garcia has endorsed the following admin Senate bets:

-Abalos-Bong Revilla
-Cayetano
-Lacson
-Pacquiao 
-Sotto
-Tolentino
-Villar

Unclear if she plans to endorse Binay, Lapid, & Erwin Tulfo, or goes for KikoBam and/or pro-Duterte bets.#Halalan2025",7,7,69,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1911273421872435341,tweet_id:1911273421872435341
Thirty One Million,@31milmovement,2025-02-14T12:52:28.000Z,True,"TO ALL #Halalan2025 VOTERS:

Sa gustong malaman ang credentials at accomplishments ni Benhur Abalos mahahanap mo if you follow the hashtag #AbalosAko#AlyansaParaSaBagongPilipinas#Alyansa2025",4,14,75,1.3K,"['#Halalan2025', '#AbalosAko', '#AlyansaParaSaBagongPilipinas', '#Alyansa2025']",[],[],https://pbs.twimg.com/profile_images/1546719549881745409/mGVKFfP8_bigger.jpg,https://x.com/31milmovement/status/1890383606712844491,tweet_id:1890383606712844491
Anakbayan,@anakbayan_ph,2024-10-08T10:58:12.000Z,False,"GUSTO NIYO BA NG MANGGAGAWA SA SENADO?

Narito si Jerome Adonis, lider-manggagawa at secretary-general ng KMU. Tatakbo siya sa senado upang irepresenta ang mga manggagawa! #ManggagawaNaman#Makabayan2025 #Halalan2025",1,8,20,881,"['#ManggagawaNaman', '#Makabayan2025', '#Halalan2025']",[],['\\U0001f9f5'],https://pbs.twimg.com/profile_images/1860644251455135744/gvgJQdvi_bigger.jpg,https://x.com/anakbayan_ph/status/1843606815977943267,tweet_id:1843606815977943267
Thirty One Million,@31milmovement,2024-10-07T07:30:05.000Z,True,MANY REASONS WHY #AbalosAkoBenhur Abalos Jr. | ABALOS AKO | #Halalan2025,12,21,90,2.5K,"['#AbalosAko', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1546719549881745409/mGVKFfP8_bigger.jpg,https://x.com/31milmovement/status/1843192055474094442,tweet_id:1843192055474094442
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-27T06:53:47.000Z,False,"Leni better hope the final Top 12 doesn't end up with Marcoleta, Pacquiao, or Abalos at #12, and either Kiko or Bam at #13.

Because if that happens... 
Boy oh boy, MAGWA-WARLA ang mga tao.#Halalan2025",8,28,156,6.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1916385270892540137,tweet_id:1916385270892540137
Detective Mask 名探偵マスク,@DetectiveMask,2025-04-13T04:21:08.000Z,False,"In Cebu, Governor Gwen Garcia has endorsed the following admin Senate bets:

-Abalos-Bong Revilla
-Cayetano
-Lacson
-Pacquiao 
-Sotto
-Tolentino
-Villar

Unclear if she plans to endorse Binay, Lapid, & Erwin Tulfo, or goes for KikoBam and/or pro-Duterte bets.#Halalan2025",7,7,69,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1911273421872435341,tweet_id:1911273421872435341
Thirty One Million,@31milmovement,2024-10-07T06:15:39.000Z,True,"Benhur Abalos: PBBM’s Top Choice for Senate Files Candidacy for #Halalan2025#AbalosAkoDILG Secretary Benjamin “Benhur” Abalos officially filed his Certificate of Candidacy (COC) on Monday, October 7, signaling his bid for a Senate seat in the upcoming #Halalan2025.",5,10,58,1K,"['#Halalan2025', '#AbalosAko', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1546719549881745409/mGVKFfP8_bigger.jpg,https://x.com/31milmovement/status/1843173322470924583,tweet_id:1843173322470924583
Rappler,@rapplerdotcom,2024-10-04T01:21:42.000Z,True,"Jerome Adonis faces media after filing COC for senator

WATCH: Jerome Adonis of Kilusang Mayo Uno files his candidacy for senator on Friday, October 4. He vows to push for wage hike to P1,200, an end to contractualization, and the abolition of the regional wage board. #PHVote",1,110,251,9.6K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1842012186778206670,tweet_id:1842012186778206670
